District_name,Transaction_count,Transaction_amount,Quater,Year,State
sitapur,1244942,657116597.5883418,3,2018,uttar-pradesh
prayagraj,1091032,1590288136.836483,3,2018,uttar-pradesh
kanpur nagar,884952,1382466122.241844,3,2018,uttar-pradesh
gorakhpur,589891,1060239355.7696368,3,2018,uttar-pradesh
kheri,588144,407114607.5597076,3,2018,uttar-pradesh
bareilly,530401,701813397.931004,3,2018,uttar-pradesh
gautam buddha nagar,6083056,7483532543.63562,4,2018,uttar-pradesh
ghaziabad,2891774,4117778328.278023,4,2018,uttar-pradesh
lucknow,2611582,4678614438.94069,4,2018,uttar-pradesh
varanasi,1806800,2082572099.2679353,4,2018,uttar-pradesh
prayagraj,1603709,2373886785.810779,4,2018,uttar-pradesh
kanpur nagar,1254123,2045066575.82861,4,2018,uttar-pradesh
gorakhpur,879250,1682899421.8564157,4,2018,uttar-pradesh
bareilly,797506,1011406319.216877,4,2018,uttar-pradesh
agra,705927,1401083560.6623816,4,2018,uttar-pradesh
meerut,700099,1476906079.09689,4,2018,uttar-pradesh
gautam buddha nagar,10750094,10286434896.5461,1,2019,uttar-pradesh
lucknow,6724967,10007890617.082235,1,2019,uttar-pradesh
ghaziabad,4604564,5631770850.217073,1,2019,uttar-pradesh
prayagraj,2524007,3328073518.103963,1,2019,uttar-pradesh
varanasi,2290282,2681050295.126403,1,2019,uttar-pradesh
kanpur nagar,2045370,2882041800.6601443,1,2019,uttar-pradesh
gorakhpur,1266510,2149018597.784897,1,2019,uttar-pradesh
bareilly,1150731,1325492844.7851303,1,2019,uttar-pradesh
meerut,1120213,1863635814.486101,1,2019,uttar-pradesh
agra,1055850,1798577433.7026842,1,2019,uttar-pradesh
lucknow,12624404,22426462674.94428,2,2019,uttar-pradesh
gautam buddha nagar,9667218,10716810453.722048,2,2019,uttar-pradesh
ghaziabad,4679159,6368927863.001434,2,2019,uttar-pradesh
kanpur nagar,2572884,4421750497.07041,2,2019,uttar-pradesh
prayagraj,2300600,3610973840.451373,2,2019,uttar-pradesh
varanasi,2098693,3382380917.5993013,2,2019,uttar-pradesh
gorakhpur,1168931,2516446619.5934477,2,2019,uttar-pradesh
meerut,1123899,2212165528.988115,2,2019,uttar-pradesh
agra,1094456,2048417269.8861732,2,2019,uttar-pradesh
bareilly,893059,1444372593.85735,2,2019,uttar-pradesh
gautam buddha nagar,13014875,14118512957.85155,3,2019,uttar-pradesh
lucknow,11708246,24465158674.6613,3,2019,uttar-pradesh
ghaziabad,6466390,8384891301.42561,3,2019,uttar-pradesh
kanpur nagar,3032525,5151875480.314058,3,2019,uttar-pradesh
prayagraj,2766837,4091292783.6421504,3,2019,uttar-pradesh
varanasi,2441735,3772442225.290722,3,2019,uttar-pradesh
agra,1678565,2589010631.0242796,3,2019,uttar-pradesh
meerut,1429176,2615800654.5366073,3,2019,uttar-pradesh
gorakhpur,1301866,2600290226.3257475,3,2019,uttar-pradesh
bareilly,1164660,1630271295.8342814,3,2019,uttar-pradesh
gautam buddha nagar,16003102,17701548866.812836,4,2019,uttar-pradesh
lucknow,14205324,30191564282.331238,4,2019,uttar-pradesh
ghaziabad,7615506,10609113377.795418,4,2019,uttar-pradesh
varanasi,4217796,5004637433.780641,4,2019,uttar-pradesh
kanpur nagar,3438636,6283713197.57716,4,2019,uttar-pradesh
prayagraj,3400115,5161631925.304864,4,2019,uttar-pradesh
agra,1992945,3485238496.7261944,4,2019,uttar-pradesh
meerut,1820166,3435708382.415326,4,2019,uttar-pradesh
gorakhpur,1669194,3445111045.80023,4,2019,uttar-pradesh
bareilly,1342436,2179671438.615908,4,2019,uttar-pradesh
gautam buddha nagar,16781339,19356764212.732895,1,2020,uttar-pradesh
lucknow,15484604,35175437631.48635,1,2020,uttar-pradesh
ghaziabad,8267770,11998182771.021786,1,2020,uttar-pradesh
prayagraj,3666845,6073221861.020849,1,2020,uttar-pradesh
varanasi,3542507,5628921241.986841,1,2020,uttar-pradesh
kanpur nagar,3526062,6302890117.188827,1,2020,uttar-pradesh
meerut,2734403,5750006817.718883,1,2020,uttar-pradesh
agra,2580164,4626649236.040559,1,2020,uttar-pradesh
gorakhpur,1933805,3977529990.219,1,2020,uttar-pradesh
bareilly,1552726,2644081691.2668533,1,2020,uttar-pradesh
lucknow,12430842,30895556075.945335,2,2020,uttar-pradesh
gautam buddha nagar,10896512,12933946780.93526,2,2020,uttar-pradesh
ghaziabad,7640595,11178742327.553669,2,2020,uttar-pradesh
kanpur nagar,3495087,6575767545.013139,2,2020,uttar-pradesh
meerut,2994911,6172148246.847013,2,2020,uttar-pradesh
prayagraj,2935110,5163514764.361202,2,2020,uttar-pradesh
agra,2837641,5153788501.153106,2,2020,uttar-pradesh
varanasi,2569684,4411716947.662937,2,2020,uttar-pradesh
gorakhpur,2231738,4183285969.668811,2,2020,uttar-pradesh
aligarh,1873486,3333199475.158868,2,2020,uttar-pradesh
lucknow,18626637,44986768816.575165,3,2020,uttar-pradesh
gautam buddha nagar,17085582,21337631127.67076,3,2020,uttar-pradesh
ghaziabad,10353511,16722698683.28836,3,2020,uttar-pradesh
prayagraj,4424797,8784004360.762121,3,2020,uttar-pradesh
kanpur nagar,4224357,8417780315.508661,3,2020,uttar-pradesh
meerut,3739519,8114325789.555465,3,2020,uttar-pradesh
agra,3402430,6647928319.006588,3,2020,uttar-pradesh
varanasi,3370707,6634516647.606381,3,2020,uttar-pradesh
gorakhpur,3197317,7043485657.433089,3,2020,uttar-pradesh
aligarh,2172376,4433149341.3868065,3,2020,uttar-pradesh
gautam buddha nagar,26875484,32842519367.026226,4,2020,uttar-pradesh
lucknow,21791125,48660862847.75142,4,2020,uttar-pradesh
ghaziabad,15220234,24565353557.018074,4,2020,uttar-pradesh
prayagraj,6423026,12760082970.572113,4,2020,uttar-pradesh
kanpur nagar,6052576,12308345528.861279,4,2020,uttar-pradesh
agra,5121332,10378549354.94224,4,2020,uttar-pradesh
meerut,5063989,10705409123.829666,4,2020,uttar-pradesh
varanasi,5020393,10194936776.671387,4,2020,uttar-pradesh
gorakhpur,4537853,10798676241.771055,4,2020,uttar-pradesh
aligarh,3179237,6659603398.445011,4,2020,uttar-pradesh
lucknow,35616880,66268662302.66503,1,2021,uttar-pradesh
gautam buddha nagar,31352951,37748670525.2387,1,2021,uttar-pradesh
ghaziabad,16400075,26364856584.17089,1,2021,uttar-pradesh
prayagraj,7886986,14358916730.34151,1,2021,uttar-pradesh
kanpur nagar,6948497,13274223178.294434,1,2021,uttar-pradesh
meerut,6883062,13712809242.556309,1,2021,uttar-pradesh
varanasi,5807048,10950765766.981533,1,2021,uttar-pradesh
agra,5773733,11198658827.144236,1,2021,uttar-pradesh
gorakhpur,4804502,10959348578.905521,1,2021,uttar-pradesh
aligarh,3639658,7418381922.136725,1,2021,uttar-pradesh
lucknow,41241215,78447443137.55057,2,2021,uttar-pradesh
gautam buddha nagar,29169349,37072547539.88541,2,2021,uttar-pradesh
ghaziabad,16797842,27766534443.259594,2,2021,uttar-pradesh
meerut,8599202,16511763499.94571,2,2021,uttar-pradesh
prayagraj,8039353,15903938690.169538,2,2021,uttar-pradesh
kanpur nagar,7585841,14935346898.476763,2,2021,uttar-pradesh
agra,6542679,12895519153.397434,2,2021,uttar-pradesh
varanasi,6220925,12596441736.919134,2,2021,uttar-pradesh
gorakhpur,5995988,13762240584.653461,2,2021,uttar-pradesh
aligarh,4566809,9169523754.569004,2,2021,uttar-pradesh
lucknow,51055467,85371248453.0547,3,2021,uttar-pradesh
gautam buddha nagar,41878965,51051292560.45669,3,2021,uttar-pradesh
ghaziabad,22358776,35753594948.1124,3,2021,uttar-pradesh
meerut,11446543,20511958929.64806,3,2021,uttar-pradesh
prayagraj,10478343,18012924107.458786,3,2021,uttar-pradesh
kanpur nagar,9924366,18370977249.144783,3,2021,uttar-pradesh
agra,8882859,16295735776.09449,3,2021,uttar-pradesh
varanasi,8732870,15613135907.98264,3,2021,uttar-pradesh
gorakhpur,7464913,15458247189.130363,3,2021,uttar-pradesh
aligarh,5783351,10758162334.818872,3,2021,uttar-pradesh
lucknow,67415795,115688821642.09215,4,2021,uttar-pradesh
gautam buddha nagar,52546170,66955029270.3713,4,2021,uttar-pradesh
ghaziabad,27945576,45871860827.12578,4,2021,uttar-pradesh
meerut,15531638,28699663710.751427,4,2021,uttar-pradesh
prayagraj,14418013,25298767096.605217,4,2021,uttar-pradesh
kanpur nagar,13055831,24968225095.50705,4,2021,uttar-pradesh
agra,11675242,22888020081.302628,4,2021,uttar-pradesh
varanasi,11458477,22020915567.445705,4,2021,uttar-pradesh
gorakhpur,9958532,21591200217.75315,4,2021,uttar-pradesh
aligarh,7765317,15072461376.02834,4,2021,uttar-pradesh
lucknow,79740953,132456458141.91397,1,2022,uttar-pradesh
gautam buddha nagar,58229149,74371363420.47153,1,2022,uttar-pradesh
ghaziabad,30948888,50571013176.64976,1,2022,uttar-pradesh
meerut,17966278,32377627599.030327,1,2022,uttar-pradesh
prayagraj,16566417,28293055160.255882,1,2022,uttar-pradesh
kanpur nagar,14902263,27612832763.662384,1,2022,uttar-pradesh
agra,14010919,26233858697.697464,1,2022,uttar-pradesh
varanasi,13246317,24155800509.84869,1,2022,uttar-pradesh
gorakhpur,10758812,22861881939.64662,1,2022,uttar-pradesh
aligarh,9297702,17226202534.103092,1,2022,uttar-pradesh
lucknow,102123625,164056107244.2309,2,2022,uttar-pradesh
gautam buddha nagar,74160647,87828388050.506,2,2022,uttar-pradesh
ghaziabad,37739024,59183436240.67706,2,2022,uttar-pradesh
meerut,22419976,38399767082.406334,2,2022,uttar-pradesh
prayagraj,20833684,34267771491.719467,2,2022,uttar-pradesh
kanpur nagar,18142630,32679093848.494316,2,2022,uttar-pradesh
agra,17306092,31826611654.86806,2,2022,uttar-pradesh
varanasi,16290241,29105585945.91128,2,2022,uttar-pradesh
gorakhpur,14066992,28691435244.931892,2,2022,uttar-pradesh
aligarh,11491914,20498359414.78222,2,2022,uttar-pradesh
lucknow,103532277,150291038432.73062,3,2022,uttar-pradesh
gautam buddha nagar,87799548,100238159351.64151,3,2022,uttar-pradesh
varanasi,42895237,64967816692.82996,3,2022,uttar-pradesh
ghaziabad,41898334,62804603270.37625,3,2022,uttar-pradesh
agra,26751663,43128786478.760445,3,2022,uttar-pradesh
kanpur nagar,26593070,42855018051.76041,3,2022,uttar-pradesh
meerut,25631216,40328370458.53699,3,2022,uttar-pradesh
prayagraj,21085656,30385713265.50251,3,2022,uttar-pradesh
moradabad,15532268,26474629769.408638,3,2022,uttar-pradesh
aligarh,14106419,22685286303.74517,3,2022,uttar-pradesh
lucknow,142292419,214139000063.1341,4,2022,uttar-pradesh
gautam buddha nagar,90864471,104162479492.51544,4,2022,uttar-pradesh
ghaziabad,48195051,73333545352.23656,4,2022,uttar-pradesh
varanasi,38410576,61679282505.82438,4,2022,uttar-pradesh
kanpur nagar,34663083,57423578589.05292,4,2022,uttar-pradesh
meerut,30761564,49044446642.880615,4,2022,uttar-pradesh
agra,27454413,46946394676.79358,4,2022,uttar-pradesh
prayagraj,27038499,40737923540.02559,4,2022,uttar-pradesh
bijnor,19251587,30994615217.1439,4,2022,uttar-pradesh
aligarh,18387697,30529612967.374783,4,2022,uttar-pradesh
dehradun,329459,512888194.28700817,1,2018,uttarakhand
udham singh nagar,319290,273540317.84665924,1,2018,uttarakhand
haridwar,308588,394604404.70860887,1,2018,uttarakhand
nainital,106949,116698562.48367879,1,2018,uttarakhand
pauri garhwal,49412,58626307.503576376,1,2018,uttarakhand
tehri garhwal,28306,41280388.51120189,1,2018,uttarakhand
almora,26086,24966386.517174132,1,2018,uttarakhand
pithoragarh,18593,19129399.861616693,1,2018,uttarakhand
chamoli,15936,19931685.344290152,1,2018,uttarakhand
uttarkashi,12342,15898878.295430979,1,2018,uttarakhand
dehradun,464526,908634049.1026804,2,2018,uttarakhand
haridwar,408449,653841352.4744893,2,2018,uttarakhand
udham singh nagar,396961,460064933.193244,2,2018,uttarakhand
nainital,143993,221734345.97526038,2,2018,uttarakhand
pauri garhwal,87569,116427905.16679347,2,2018,uttarakhand
tehri garhwal,44916,79925226.8074092,2,2018,uttarakhand
almora,39584,50535626.79560754,2,2018,uttarakhand
pithoragarh,31473,51625580.581978634,2,2018,uttarakhand
chamoli,23109,37928070.64293302,2,2018,uttarakhand
uttarkashi,17994,31584871.420789883,2,2018,uttarakhand
udham singh nagar,635903,750899273.4469256,3,2018,uttarakhand
dehradun,580817,1233501843.640768,3,2018,uttarakhand
haridwar,516553,904828173.1140292,3,2018,uttarakhand
nainital,164989,272528677.45278066,3,2018,uttarakhand
pauri garhwal,88372,139462380.15680638,3,2018,uttarakhand
almora,50491,73631915.94944787,3,2018,uttarakhand
tehri garhwal,49076,97822405.13469781,3,2018,uttarakhand
pithoragarh,37382,66592869.052209534,3,2018,uttarakhand
chamoli,28392,57607070.754188076,3,2018,uttarakhand
uttarkashi,22900,44762533.115959145,3,2018,uttarakhand
dehradun,839564,1866928298.8196144,4,2018,uttarakhand
udham singh nagar,817760,1063327513.805676,4,2018,uttarakhand
haridwar,780667,1361862781.3811455,4,2018,uttarakhand
nainital,262453,434444465.8451766,4,2018,uttarakhand
pauri garhwal,124351,217330050.30159777,4,2018,uttarakhand
tehri garhwal,72394,157761446.48374173,4,2018,uttarakhand
almora,71874,117821119.63767174,4,2018,uttarakhand
pithoragarh,54756,120923916.07731065,4,2018,uttarakhand
chamoli,44084,93713092.70470297,4,2018,uttarakhand
uttarkashi,32970,74788538.69988397,4,2018,uttarakhand
udham singh nagar,1872126,1489217231.3368738,1,2019,uttarakhand
haridwar,1412730,1744127095.0116456,1,2019,uttarakhand
dehradun,1291566,2353709229.488825,1,2019,uttarakhand
nainital,366310,528892751.99502397,1,2019,uttarakhand
pauri garhwal,154873,259133683.45728153,1,2019,uttarakhand
tehri garhwal,92784,188532149.09953338,1,2019,uttarakhand
almora,84510,133142670.68267207,1,2019,uttarakhand
pithoragarh,67059,126782378.71489981,1,2019,uttarakhand
chamoli,57245,109897209.50624073,1,2019,uttarakhand
uttarkashi,43500,85792881.24604434,1,2019,uttarakhand
dehradun,1628356,3149635867.735813,2,2019,uttarakhand
haridwar,1109390,1993331114.9490423,2,2019,uttarakhand
udham singh nagar,964467,1378582227.1383595,2,2019,uttarakhand
nainital,347099,641075253.7010634,2,2019,uttarakhand
pauri garhwal,201286,330941586.17840505,2,2019,uttarakhand
tehri garhwal,125918,262677784.70331165,2,2019,uttarakhand
almora,110119,169588331.81787175,2,2019,uttarakhand
pithoragarh,81162,158772474.7061255,2,2019,uttarakhand
chamoli,71211,146135260.66002762,2,2019,uttarakhand
uttarkashi,52899,116326460.03063229,2,2019,uttarakhand
dehradun,2163047,3787761714.5911207,3,2019,uttarakhand
haridwar,1408219,2350808805.151039,3,2019,uttarakhand
udham singh nagar,881091,1448854013.7749524,3,2019,uttarakhand
nainital,410561,703565372.0754354,3,2019,uttarakhand
pauri garhwal,206617,337105679.89840025,3,2019,uttarakhand
tehri garhwal,139167,268739806.73495024,3,2019,uttarakhand
almora,110098,163341415.00345957,3,2019,uttarakhand
pithoragarh,93746,157938393.66508043,3,2019,uttarakhand
chamoli,88665,159441929.61206484,3,2019,uttarakhand
uttarkashi,68144,126468996.95084272,3,2019,uttarakhand
dehradun,3069497,4994340229.552402,4,2019,uttarakhand
haridwar,1661936,2912268373.080662,4,2019,uttarakhand
udham singh nagar,1067254,1847912911.0312634,4,2019,uttarakhand
nainital,510868,938607132.5862874,4,2019,uttarakhand
pauri garhwal,260210,438116662.3129741,4,2019,uttarakhand
tehri garhwal,175937,331559129.7280453,4,2019,uttarakhand
almora,147270,226549226.13870555,4,2019,uttarakhand
pithoragarh,112708,200782149.05021042,4,2019,uttarakhand
chamoli,104404,207905779.6174841,4,2019,uttarakhand
uttarkashi,82965,174141275.3253441,4,2019,uttarakhand
dehradun,4292172,7855577949.518105,1,2020,uttarakhand
haridwar,1746548,2829682337.55844,1,2020,uttarakhand
udham singh nagar,1320641,2462031686.668817,1,2020,uttarakhand
nainital,591916,1012419762.4026623,1,2020,uttarakhand
pauri garhwal,265239,428956086.0113152,1,2020,uttarakhand
tehri garhwal,200636,365428107.2466619,1,2020,uttarakhand
almora,158941,262516586.53569758,1,2020,uttarakhand
pithoragarh,132585,231555480.8832615,1,2020,uttarakhand
chamoli,122706,211908675.2839394,1,2020,uttarakhand
uttarkashi,96469,176256181.79746825,1,2020,uttarakhand
dehradun,3619286,7204561616.480451,2,2020,uttarakhand
haridwar,1633204,2717831193.887991,2,2020,uttarakhand
udham singh nagar,1430868,2605047531.8868837,2,2020,uttarakhand
nainital,661723,1075299747.558831,2,2020,uttarakhand
pauri garhwal,337679,488475349.7643055,2,2020,uttarakhand
tehri garhwal,274627,410098391.70712256,2,2020,uttarakhand
almora,256356,333359506.69689095,2,2020,uttarakhand
pithoragarh,193141,309868814.02295196,2,2020,uttarakhand
chamoli,180349,274419553.19735515,2,2020,uttarakhand
uttarkashi,143866,241132342.2347738,2,2020,uttarakhand
dehradun,4899672,9682445376.09395,3,2020,uttarakhand
haridwar,2251448,4070826642.206731,3,2020,uttarakhand
udham singh nagar,1570042,2930954022.9558268,3,2020,uttarakhand
nainital,984746,1918487570.1438391,3,2020,uttarakhand
pauri garhwal,441783,734135974.61854,3,2020,uttarakhand
tehri garhwal,351867,595254916.1120149,3,2020,uttarakhand
almora,319939,453570746.4638781,3,2020,uttarakhand
pithoragarh,237817,421302996.40247244,3,2020,uttarakhand
chamoli,219226,388151115.26728576,3,2020,uttarakhand
uttarkashi,166514,318056161.8167209,3,2020,uttarakhand
dehradun,7225475,12878001020.781935,4,2020,uttarakhand
haridwar,3321783,6085979623.74952,4,2020,uttarakhand
udham singh nagar,2363335,4514038446.219884,4,2020,uttarakhand
nainital,1517073,2922713378.2238545,4,2020,uttarakhand
pauri garhwal,683792,1126540354.654028,4,2020,uttarakhand
tehri garhwal,562067,938923389.1074793,4,2020,uttarakhand
almora,448847,655069287.4592458,4,2020,uttarakhand
pithoragarh,341824,642959649.9234656,4,2020,uttarakhand
chamoli,334855,608689356.7896259,4,2020,uttarakhand
uttarkashi,248828,446087898.9016932,4,2020,uttarakhand
dehradun,10341368,16714266661.471684,1,2021,uttarakhand
haridwar,3637862,6655847670.43517,1,2021,uttarakhand
udham singh nagar,2400713,4698429212.673304,1,2021,uttarakhand
